CORN,SOYBEAN,WHEAT,RICE,OAT
0.5987841945288754,0.6524390243902439,0.6104294478527608,0.4512987012987013,0.40476190476190477
0.6170212765957447,0.625,0.6012269938650306,0.487012987012987,0.5238095238095238
0.6170212765957447,0.6951219512195121,0.6196319018404908,0.4902597402597403,0.47619047619047616
0.6504559270516718,0.6920731707317073,0.549079754601227,0.461038961038961,0.5
0.6534954407294833,0.6737804878048781,0.6319018404907976,0.487012987012987,0.47619047619047616
0.6291793313069909,0.6432926829268293,0.5920245398773006,0.4837662337662338,0.47619047619047616
0.6261398176291794,0.6371951219512195,0.6196319018404908,0.461038961038961,0.38095238095238093
0.6443768996960486,0.6615853658536586,0.598159509202454,0.4805194805194805,0.4523809523809524
0.60790273556231,0.6554878048780488,0.6503067484662577,0.4675324675324675,0.42857142857142855
0.6109422492401215,0.6524390243902439,0.5766871165644172,0.44155844155844154,0.47619047619047616
0.6048632218844985,0.649390243902439,0.6257668711656442,0.4577922077922078,0.35714285714285715
0.6565349544072948,0.6829268292682927,0.6165644171779141,0.4707792207792208,0.38095238095238093
0.668693009118541,0.6432926829268293,0.6134969325153374,0.4577922077922078,0.38095238095238093
0.6231003039513677,0.6585365853658537,0.6441717791411042,0.4675324675324675,0.47619047619047616
0.6170212765957447,0.6676829268292683,0.6196319018404908,0.44805194805194803,0.47619047619047616
0.60790273556231,0.6341463414634146,0.647239263803681,0.44805194805194803,0.38095238095238093
0.6139817629179332,0.6646341463414634,0.6533742331288344,0.4935064935064935,0.40476190476190477
0.60790273556231,0.6707317073170732,0.6165644171779141,0.42857142857142855,0.4523809523809524
0.6170212765957447,0.6676829268292683,0.588957055214724,0.474025974025974,0.42857142857142855
0.6595744680851063,0.6951219512195121,0.6134969325153374,0.4805194805194805,0.5
0.6443768996960486,0.6219512195121951,0.5950920245398773,0.4512987012987013,0.42857142857142855
0.6443768996960486,0.6737804878048781,0.6042944785276073,0.4675324675324675,0.4523809523809524
0.60790273556231,0.6737804878048781,0.5950920245398773,0.43506493506493504,0.4523809523809524
0.6139817629179332,0.6524390243902439,0.6012269938650306,0.4090909090909091,0.40476190476190477
0.5805471124620061,0.6585365853658537,0.6165644171779141,0.4512987012987013,0.40476190476190477
0.6413373860182371,0.6615853658536586,0.6380368098159509,0.44805194805194803,0.4523809523809524
0.6413373860182371,0.6890243902439024,0.6533742331288344,0.487012987012987,0.42857142857142855
0.6048632218844985,0.6951219512195121,0.6533742331288344,0.5032467532467533,0.5
0.6291793313069909,0.6463414634146342,0.6134969325153374,0.4707792207792208,0.4523809523809524
0.6717325227963525,0.676829268292683,0.6134969325153374,0.4772727272727273,0.38095238095238093
0.5866261398176292,0.6859756097560976,0.5950920245398773,0.43506493506493504,0.42857142857142855
0.6261398176291794,0.6432926829268293,0.6257668711656442,0.4967532467532468,0.38095238095238093
0.6382978723404256,0.6189024390243902,0.6196319018404908,0.44805194805194803,0.3333333333333333
0.6595744680851063,0.649390243902439,0.6073619631901841,0.4675324675324675,0.38095238095238093
0.6474164133738601,0.649390243902439,0.5766871165644172,0.4383116883116883,0.42857142857142855
0.6291793313069909,0.6676829268292683,0.6441717791411042,0.4902597402597403,0.5
0.6534954407294833,0.6524390243902439,0.6349693251533742,0.4967532467532468,0.40476190476190477
0.6261398176291794,0.6524390243902439,0.6380368098159509,0.474025974025974,0.38095238095238093
0.6534954407294833,0.6585365853658537,0.6134969325153374,0.4935064935064935,0.47619047619047616
0.6170212765957447,0.6463414634146342,0.5950920245398773,0.487012987012987,0.40476190476190477
0.6109422492401215,0.6646341463414634,0.5674846625766872,0.4837662337662338,0.5
0.6291793313069909,0.6798780487804879,0.598159509202454,0.42207792207792205,0.42857142857142855
0.6504559270516718,0.6219512195121951,0.6165644171779141,0.474025974025974,0.35714285714285715
0.6504559270516718,0.6646341463414634,0.5950920245398773,0.4642857142857143,0.4523809523809524
0.6595744680851063,0.6402439024390244,0.6257668711656442,0.474025974025974,0.38095238095238093
0.6382978723404256,0.6585365853658537,0.5736196319018405,0.487012987012987,0.4523809523809524
0.6382978723404256,0.6554878048780488,0.6226993865030674,0.487012987012987,0.4523809523809524
0.6291793313069909,0.7103658536585366,0.6165644171779141,0.4512987012987013,0.47619047619047616
0.6200607902735562,0.6402439024390244,0.6380368098159509,0.4577922077922078,0.5
0.60790273556231,0.6737804878048781,0.6257668711656442,0.4805194805194805,0.40476190476190477
